title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
The 12th Man,movie,"Drama, History, Thriller",2017,tt3300980,7.3,31062,
Soft Targets,movie,"Comedy, Drama, Horror",1982,tt0088144,7.1,85,
Possessor,movie,"Horror, Mystery, Sci-Fi",2020,tt5918982,6.5,50999,
Framed for Murder: A Fixer Upper Mystery,movie,"Crime, Drama, Mystery",2017,tt6343348,6.7,1552,
Rufus-2,movie,"Adventure, Comedy, Family",2017,tt5687968,5.3,608,
Brendan Smyth: Betrayal of Trust,movie,Drama,2011,tt1864275,6.7,78,
Charlotte Link - Die letzte Spur,movie,"Crime, Drama",2017,tt6116590,5.5,70,
L'ora legale,movie,Comedy,2017,tt6137734,6.4,3646,
Madea on the Run,movie,"Comedy, Drama, Romance",2017,tt6481002,5,564,
Hard Labour,movie,"Comedy, Drama, Horror",1973,tt0070153,7.3,440,
Mr. Long,movie,"Action, Crime, Drama",2017,tt6509862,7,1773,
Dead Over Heels: An Aurora Teagarden Mystery,movie,"Crime, Drama, Mystery",2017,tt6543048,6.8,1923,
"Murder, She Baked: Just Desserts",movie,"Crime, Drama, Mystery",2017,tt6682134,6.8,1527,
Almost Friends,movie,"Comedy, Drama",2016,tt4955566,5.8,5724,
Feral,movie,"Action, Drama, Horror",2017,tt4974778,4.4,4659,
Tod einer Kadettin,movie,Drama,2017,tt5985904,5.3,88,
Jawbone,movie,"Action, Drama, Sport",2017,tt3582020,6.4,3275,
Love by the 10th Date,movie,"Comedy, Drama, Romance",2017,tt5881970,5.8,665,
Wunschkinder,movie,Drama,2016,tt5945020,7.4,53,
A Taxi Driver,movie,"Action, Drama, History",2017,tt6878038,7.9,35576,
Savage Dog,movie,"Action, Drama",2017,tt5851014,5,3872,
Toter Winkel,movie,Thriller,2017,tt5782204,7.4,530,
Walking the Dog,movie,"Comedy, Romance",2017,tt6439776,6.5,1408,
A Dash of Love,movie,"Comedy, Romance",2017,tt6286216,6.6,2683,
While You Were Dating,movie,"Comedy, Romance",2017,tt6295106,5.8,730,
An Uncommon Grace,movie,"Drama, Mystery, Romance",2017,tt6173488,6.5,1554,
Love at First Glance,movie,"Drama, Family, Romance",2017,tt6338374,6,2092,
Prayanam,movie,Drama,1975,tt0155969,7.6,42,
Black '47,movie,"Action, Drama, History",2018,tt3208026,6.8,13778,
Miss Butcher,movie,"Crime, Mystery, Romance",2017,tt11074318,5.5,127,
Dealt,movie,"Biography, Documentary",2017,tt3127902,7.5,1997,
The Ballad of Lefty Brown,movie,"Action, Drama, Western",2017,tt4400994,6.3,8421,
Disgraced,movie,"Crime, Documentary, Sport",2017,tt6627134,7.3,843,
Kim Dotcom: Caught in the Web,movie,"Biography, Documentary, Thriller",2017,tt3640710,7,1438,
Walk With Me,movie,Documentary,2017,tt2331100,6.4,1105,
Becoming Bond,movie,"Biography, Comedy, Documentary",2017,tt6110504,7.5,3414,
Bad Lucky Goat,movie,"Comedy, Drama",2017,tt6094944,6.8,362,
"Signed, Sealed, Delivered: Higher Ground",movie,Drama,2017,tt6568874,8,1129,
Cold Pursuit,movie,"Action, Comedy, Crime",2019,tt5719748,6.2,82202,
Dragged Across Concrete,movie,"Action, Crime, Drama",2018,tt6491178,6.9,59406,
Siberia,movie,"Crime, Drama, Romance",2018,tt6494418,4.3,17950,
Blue/Orange,movie,"Comedy, Drama",2005,tt0433528,6.2,173,
The Heretics,movie,"Fantasy, Horror, Thriller",2017,tt6318848,4.8,2197,
Salyut-7,movie,"Action, Drama, History",2017,tt6537238,7.2,12717,
Overlord,movie,"Action, Horror, Sci-Fi",2018,tt4530422,6.6,111631,
White Boy Rick,movie,"Crime, Drama",2018,tt4537896,6.5,46669,
Like Cotton Twines,movie,Drama,2016,tt5580516,7.8,80,
Slender Man,movie,"Horror, Mystery, Thriller",2018,tt5690360,3.3,40963,
Hey Arnold: The Jungle Movie,movie,"Adventure, Animation, Comedy",2017,tt5257726,7.4,3912,
Stars Over Texas,movie,Western,1946,tt0038981,6.1,119,
Happy Death Day,movie,"Comedy, Horror, Mystery",2017,tt5308322,6.6,177327,
A Moving Romance,movie,"Comedy, Family, Romance",2017,tt5039242,5.8,1019,
For Ahkeem,movie,Documentary,2017,tt5119268,6.8,179,
If I Think of Germany at Night,movie,Documentary,2017,tt6620260,5.8,225,
Einstein,movie,"Biography, Documentary",2008,tt1334528,7.8,107,
Love Exclusively,movie,"Comedy, Romance",2017,tt5646992,5.4,789,
Freak Show,movie,"Comedy, Drama",2017,tt5089534,6.5,4668,
The Upside,movie,"Comedy, Drama",2017,tt1987680,7,67188,
Wish Upon,movie,"Drama, Fantasy, Horror",2017,tt5322012,5.1,24393,
Mom or Dad?,movie,Comedy,2017,tt6340296,5.5,1349,
Female Fight Squad,movie,"Action, Crime, Drama",2016,tt5153860,4.3,1498,
Anokhi Ada,movie,"Drama, Musical, Romance",1948,tt0231156,6.8,39,
Teen Spirit,movie,"Drama, Music",2018,tt6483364,6.1,10113,
Wolfwalkers,movie,"Action, Adventure, Animation",2020,tt5198068,8,42292,
Night Hunter,movie,"Action, Adventure, Crime",2018,tt6533240,6,29999,
Where Do We Go from Here?,movie,"Comedy, Romance",2015,tt4934780,6.1,201,
Shock Wave,movie,"Action, Crime, Thriller",2017,tt5847286,6.3,4268,
Plan B,movie,Action,2016,tt6333284,5.8,704,
A Star-Spangled Story: Battle for America,movie,"Documentary, History",2014,tt3780540,7.6,26,
Hampstead,movie,"Comedy, Drama, Romance",2017,tt5153236,6.1,7863,
The Obama Years: The Power of Words,movie,Documentary,2017,tt15347528,7.1,33,
Sarkar 3,movie,"Crime, Drama",2017,tt5742874,4.9,2356,
Phaniyamma,movie,Drama,1983,tt0086100,7.4,26,
Against the Law,movie,"Biography, Drama, History",2017,tt6523092,7.2,844,
Love Blossoms,movie,"Drama, Romance",2017,tt6455992,6.6,2009,
Spookers,movie,Documentary,2017,tt5578538,6,288,
Elan,movie,Drama,1947,tt0231522,6.3,25,
Gang,movie,"Action, Crime, Drama",2000,tt0116391,6.3,289,
Die Höhle von Eppendorf - Das legendäre Onkel Pö,movie,Documentary,2016,,,,
Prison Fighters: Five Rounds to Freedom,movie,Documentary,2017,tt6152206,7.2,167,
Koodi Vazhnthal Kodi Nanmai,movie,Drama,2000,tt9021032,6.7,57,
Kathakku Pinnil,movie,Drama,1987,tt0214843,7.6,84,
Dead Man Tells His Own Tale,movie,"Comedy, Fantasy, Horror",2016,tt5773298,4.4,77,
Hellraiser: Judgment,movie,"Drama, Horror",2018,tt5476182,4.3,8675,
Episode #1.2615,movie,"Crime, Drama, Romance",2003,tt0568934,,,
Belmondo par Belmondo,movie,Documentary,2016,tt5311536,7.6,114,
Sequence Break,movie,"Horror, Romance, Sci-Fi",2017,tt5798432,4.6,809,
The Bookshop,movie,Drama,2017,tt3127022,6.5,18293,
Americans Underground: Secret City of WWI,movie,Documentary,2017,tt8519866,7.1,48,
New Life,movie,"Drama, Romance",2016,tt2931140,6.1,1043,
Biradari,movie,Drama,1966,tt0357483,6.2,50,
Asse,movie,Documentary,1966,tt0386294,,,
Chor Bazaari,movie,Comedy,2015,tt4665344,5.6,33,
Guns of a Stranger,movie,"Action, Drama, Music",1973,tt0070142,4.2,124,
Eric Clapton: Life in 12 Bars,movie,"Biography, Documentary, Music",2017,tt6498644,7.4,2627,
American Jihad,movie,Documentary,2017,tt6512632,7,271,
Woche für Woche,movie,"Comedy, Drama",2009,tt1256552,6.8,40,
International Hero,movie,Action,2015,tt18968676,3.4,7,
Can't Buy My Love,movie,"Family, Romance",2017,tt5864238,6.3,1699,
Day of the Badman,movie,"Drama, Western",1958,tt0051522,6.3,575,
Fighting with My Family,movie,"Biography, Comedy, Drama",2019,tt6513120,7,91272,
Children of the Corn: Runaway,movie,Horror,2018,tt5565634,3.7,1563,
Rodin,movie,"Biography, Drama, Romance",2017,tt5771710,5,1491,
Campfire Kiss,movie,"Comedy, Romance",2017,tt6386526,6.3,1860,
Acts of Vengeance,movie,"Action, Drama, Thriller",2017,tt6288694,5.7,14265,
Larceny,movie,"Action, Thriller",2017,tt4797160,3.5,1227,
Madame,movie,"Comedy, Drama, Romance",2017,tt6045466,6.1,9025,
Love at First Bark,movie,"Comedy, Romance",2017,tt6456614,6.3,1762,
Moonlight in Vermont,movie,"Comedy, Romance",2017,tt6587078,6.5,2510,
All the Money in the World,movie,"Biography, Crime, Drama",2017,tt5294550,6.8,94624,
The Girl in the Spider's Web,movie,"Action, Adventure, Crime",2018,tt5177088,6.1,54269,
Max 2: White House Hero,movie,"Action, Family",2017,tt5843838,5.2,1797,
Concrete Evidence: A Fixer Upper Mystery,movie,"Crime, Drama, Mystery",2017,tt6740584,6.7,1230,
Hailey Dean Mystery: Deadly Estate,movie,"Crime, Drama, Mystery",2017,tt6697760,6.6,992,
Like Cats & Dogs,movie,"Comedy, Romance",2017,tt6669590,6.1,1667,
Smallfoot,movie,"Adventure, Animation, Comedy",2018,tt6182908,6.6,44468,
The Bad Twin,movie,Thriller,2016,tt6368324,5.2,632,
Vita & Virginia,movie,"Biography, Drama, Romance",2018,tt5859882,5.9,5194,
Tamasha,movie,Drama,1952,tt0139635,7.6,59,
Skyscraper,movie,"Action, Adventure, Thriller",2018,tt5758778,5.8,140794,
Viel zu nah,movie,Drama,2017,tt5964258,6,43,
Oru Kidayin Karunai Manu,movie,"Comedy, Drama",2017,tt6998574,7.6,423,
We Love Moses,movie,"Drama, Short",2016,tt5938550,6.2,158,
I Am Vengeance,movie,Action,2018,tt5885106,4.4,1663,
I Still See You,movie,"Fantasy, Horror, Mystery",2018,tt2160105,5.8,12400,
Pyewacket,movie,"Drama, Horror, Mystery",2017,tt5119116,5.8,11911,
In a Relationship,movie,"Comedy, Drama",2018,tt6676028,5.5,3401,
Whitney: Can I Be Me,movie,"Documentary, Music",2017,tt5563330,6.8,5190,
Sahhas,movie,Action,1981,tt0246212,5.4,26,
C/O Saira Banu,movie,"Comedy, Drama",2017,tt6541008,6.5,680,
The Child in Time,movie,Drama,2017,tt6540078,6.1,5378,
Sacred Sites: Ireland,movie,"Documentary, History",2014,,,,
The Hatton Garden Job,movie,"Action, Crime, Thriller",2017,tt5351458,5.6,6549,
"Burn Motherfucker, Burn!",movie,Documentary,2017,tt6175670,7,626,
Den of Thieves,movie,"Action, Crime, Drama",2018,tt1259528,7,146135,
Stradivarius: Mysteries Of The Supreme Violin,movie,Documentary,2014,,,,
The Vanishing,movie,"Drama, Mystery, Thriller",2018,tt4131496,5.9,21981,
Dead Shack,movie,"Action, Comedy, Horror",2017,tt6401004,5.5,3038,
The Postcard Killings,movie,"Crime, Drama, Mystery",2020,tt4106514,5.8,17744,
Pocahontas: Beyond the Myth,movie,Documentary,2017,tt6955804,7.2,97,
Unarchigal,movie,Drama,1976,tt9244928,6.2,15,
Master Z: The Ip Man Legacy,movie,"Action, Biography, Crime",2018,tt7262882,6.5,10410,
The Daltons Ride Again,movie,"Drama, Western",1945,tt0037628,6.1,112,
Nagaram,movie,Action,2010,tt4321328,5.2,102,
Hometown Hero,movie,Romance,2017,tt5675746,6,719,
Fast Color,movie,"Drama, Sci-Fi, Thriller",2018,tt6418778,6.1,7287,
Saturday Church,movie,"Drama, Fantasy, Music",2017,tt5654600,6.4,1240,
The Perfect Catch,movie,"Drama, Family, Romance",2017,tt6782486,6.6,2480,
Miles Between Us,movie,Drama,2016,tt4654472,6.5,276,
Armed Response,movie,"Action, Horror, Thriller",2017,tt4557208,3.7,3070,
Burn the Ships,movie,"Documentary, Sport",2017,tt6089576,8.1,47,
Birds Like Us,movie,"Adventure, Animation, Family",2017,tt3837842,4.6,330,
Navajo Kid,movie,"Drama, Western",1945,tt0038771,6.1,103,
Renegades of the Rio Grande,movie,"Drama, Western",1945,tt0038021,5.7,75,
The Guernsey Literary and Potato Peel Pie Society,movie,"Drama, Romance, War",2018,tt1289403,7.3,55931,
Dragonheart: Battle for the Heartfire,movie,"Action, Adventure, Drama",2017,tt5610626,5.3,3064,
Custody,movie,"Drama, Thriller",2017,tt6002232,7.5,10865,
Beyond Words,movie,Drama,2017,tt6100122,6,490,
120 BPM,movie,Drama,2017,tt6135348,7.4,17356,
Double Lover,movie,"Drama, Romance, Thriller",2017,tt6367558,6.2,14352,
Faces Places,movie,"Adventure, Documentary",2017,tt5598102,7.8,14101,
Drone,movie,Thriller,2017,tt5352846,5.4,6939,
Frühling in den Alpen,movie,Documentary,2007,tt4542354,,,
Romance of the West,movie,"Drama, Western",1946,tt0038892,6.1,83,
Wild West,movie,"Drama, Western",1946,tt0039108,6.4,97,
3 Char Sau Bees,movie,"Crime, Comedy",2010,,,,
Die Luther Matrix,movie,"Thriller, History",2017,,,,
The Fighting Vigilantes,movie,"Drama, Western",1947,tt0039380,5.8,132,
Oru Kochu Swapnam,movie,,1984,tt0292164,6.1,17,
Changeover,movie,Drama,2016,tt2877192,6.1,200,
Champion,movie,"Drama, Family, Sport",2017,tt5078656,6.3,358,
Home for Christmas Day,movie,"Drama, Family, Romance",2017,tt6634632,6.4,1699,
A Ciambra,movie,"Crime, Drama",2017,tt6802896,6.9,3047,
Gemini Man,movie,"Action, Sci-Fi, Thriller",2019,tt1025100,5.7,128090,
Pioneer Justice,movie,"Drama, Western",1947,tt0039708,5.8,135,
The Westward Trail,movie,"Drama, Western",1948,tt0040957,6.1,93,
Range Beyond the Blue,movie,"Drama, Western",1947,tt0039751,5.8,89,
Return of the Lash,movie,"Drama, Western",1947,tt0039764,5.7,142,
Arctic,movie,"Adventure, Drama",2018,tt6820256,6.8,61099,
Gunned Down,movie,"Action, Thriller",2017,tt1024855,5.1,1387,
West to Glory,movie,"Drama, Western",1947,tt0039979,5.8,96,
Frank Serpico,movie,"Biography, Documentary",2017,tt6794376,6.9,409,
Vom Ende der Liebe,movie,Drama,2010,tt1663952,5.2,18,
Overboard,movie,"Comedy, Romance",2018,tt1563742,6,43003,
Beast of Burden,movie,"Action, Crime, Drama",2018,tt6170506,3.6,3327,
Colette,movie,"Biography, Drama, History",2018,tt5437928,6.7,27387,
The Silent Revolution,movie,"Drama, History",2018,tt6576556,7.4,6343,
Mon Mon Mon Monsters,movie,"Comedy, Drama, Horror",2017,tt6648404,6.3,1793,
The Spy Who Dumped Me,movie,"Action, Adventure, Comedy",2018,tt6663582,6,85251,
A Bundle of Trouble: An Aurora Teagarden Mystery,movie,"Crime, Drama, Mystery",2017,tt6760562,6.6,1857,
Allmen und das Geheimnis der Libellen,movie,"Comedy, Crime, Drama",2016,tt6207744,6.5,110,
Accident Man,movie,"Action, Adventure, Comedy",2018,tt6237612,6.2,14585,
Coby,movie,Documentary,2017,tt6090190,6.4,163,
The Recall,movie,"Action, Horror, Mystery",2017,tt5669936,4.2,9754,
Saanjhbatir Roopkathara,movie,"Drama, Family",2002,tt0366993,7.1,162,
Guruji Oru Vakku,movie,Comedy,1985,tt0275389,5.9,47,
Most Extreme Airports,movie,"Documentary, History",2010,tt1698540,6.8,49,
The Humanity Bureau,movie,"Sci-Fi, Thriller",2017,tt6143568,4.5,12477,
All Anything or Love,movie,"Comedy, Romance",2016,tt6948128,6.5,1932,
The Art of Us,movie,"Comedy, Drama, Romance",2017,tt6914742,6.6,1630,
Varavu Ettana Selavu Pathana,movie,Drama,1994,tt0306187,6.7,101,
Prem Nazirine Kanmanilla,movie,Drama,1983,tt0259518,5.5,21,
Jacob's Ladder,movie,"Horror, Thriller",2019,tt3016748,3.6,3739,
Oomakkuyil Padumbol,movie,Family,2012,,,,
Maniyan Pillai Athava Maniyan Pillai,movie,Comedy,1981,tt0240711,6.3,35,
Hellboy,movie,"Action, Adventure, Fantasy",2019,tt2274648,5.3,104877,
Elizabeth Harvest,movie,"Horror, Sci-Fi, Thriller",2018,tt6852872,5.8,10195,
Lamborghini: The Man Behind the Legend,movie,"Biography, Drama, Sport",2022,tt5533370,5.5,15777,
Viralukketha Veekkam,movie,Comedy,1999,tt10157546,6.8,124,
Return of the Hero,movie,"Comedy, History",2018,tt7064498,6.5,4812,
Site Unseen: An Emma Fielding Mystery,movie,"Crime, Drama, Mystery",2017,tt6973942,6.2,1124,
The Night Eats the World,movie,"Drama, Horror, Thriller",2018,tt4266076,6,17778,
Goster,movie,Thriller,2016,tt5072128,6,50,
Spinning Man,movie,"Drama, Mystery, Thriller",2018,tt5616294,5.7,13815,
John Wick: Chapter 3 - Parabellum,movie,"Action, Crime, Drama",2019,tt6146586,7.4,457908,
Toys & Pets,movie,"Adventure, Animation, Comedy",2017,tt6903084,5.6,337,
Palmer,movie,Drama,2021,tt6857376,7.3,48628,
Michael Jackson: Searching for Neverland,movie,"Biography, Drama",2017,tt6428912,6.2,1808,
Menendez: Blood Brothers,movie,"Biography, Crime, Drama",2017,tt6522678,5.8,607,
Vivarium,movie,"Horror, Mystery, Sci-Fi",2019,tt8368406,5.9,83913,
"Juliet, Naked",movie,"Comedy, Drama, Music",2018,tt5607096,6.6,25616,
Mamma Mia! Here We Go Again,movie,"Comedy, Musical, Romance",2018,tt6911608,6.6,116212,
Monster Hunter,movie,"Action, Adventure, Fantasy",2020,tt6475714,5.2,72329,
Peppermint,movie,"Action, Thriller",2018,tt6850820,6.5,73827,
Nickelodeon's Sizzling Summer Camp Special,movie,Comedy,2017,tt6917656,5.1,131,
Us,movie,"Horror, Mystery, Thriller",2019,tt6857112,6.8,370067,
Kidnapning,movie,"Comedy, Crime, Family",2017,tt7068610,5,169,
Son of a Gun,movie,Short,2011,tt2053435,,,
The Horse Dancer,movie,"Family, Sport",2017,tt6228640,4.7,339,
Darkness Rising,movie,Horror,2017,tt4314716,3.3,1551,
The Boss Baby: Family Business,movie,"Adventure, Animation, Comedy",2021,tt6932874,5.9,24785,
Alpha and Omega: Journey to Bear Kingdom,movie,"Adventure, Animation, Comedy",2017,tt6910772,3.8,208,
Distorted,movie,"Crime, Mystery, Thriller",2018,tt6143850,4.5,8666,
Woman of Mud,movie,"Action, Horror, Thriller",2000,tt0349092,6.3,68,
Destination Wedding,movie,"Comedy, Romance",2017,tt6970518,6,1409,
The Perfect Bride,movie,"Comedy, Romance",2017,tt6874542,6.5,1923,
Stasis,movie,"Adventure, Sci-Fi",2017,tt5702566,3,3650,
Are You Being Served?,movie,Comedy,2016,tt5527002,5.7,643,
Anything,movie,"Drama, Romance",2017,tt6213952,6.1,865,
Living on Soul,movie,"Documentary, Music",2017,tt5613920,7.7,65,
Midnighters,movie,"Drama, Thriller",2017,tt5737582,5.4,2262,
Repeat Performance,movie,Drama,1996,tt2132433,5.5,16,
The Mechanics of Love,movie,Drama,2017,tt5493392,6.3,863,
Munna Michael,movie,"Action, Drama, Music",2017,tt6117702,3.4,4119,
Bleeding Steel,movie,"Action, Sci-Fi, Thriller",2017,tt5813366,5.2,11618,
Nene Raju Nene Mantri,movie,"Action, Romance, Thriller",2017,tt7249854,5.9,1701,
Security,movie,"Action, Crime, Thriller",2017,tt3501112,5.8,23944,
Chutney,movie,"Comedy, Drama, Short",2016,tt6289266,7.7,978,
A Doggone Hollywood,movie,Family,2017,tt6315010,4.9,115,
Mandy,movie,"Action, Fantasy, Horror",2018,tt6998518,6.5,95861,
Hope Dances,movie,Family,2017,tt5442884,5.7,133,
Police Story,movie,Drama,1996,tt15164444,8.6,40,
All the Rage,movie,"Biography, Documentary, Drama",2016,tt5272796,8.2,305,
Stealing the Superfortress,movie,"Documentary, History",2001,tt0345961,8,27,
Lowlife,movie,"Comedy, Crime, Drama",2017,tt7012864,6.2,2885,
Anna and the Apocalypse,movie,"Comedy, Horror, Musical",2017,tt6433880,6.1,16686,
Airport,movie,Drama,1993,tt8908164,6.7,27,
New Year,movie,"Crime, Drama",1989,tt0353795,6.3,41,
Puthiya Karukkal,movie,"Crime, Thriller",1989,tt0353921,5.9,21,
Wedding March 2: Resorting to Love,movie,"Comedy, Romance",2017,tt7042800,5.8,643,
It Runs in the Family,movie,Documentary,2018,tt10518944,,,
The Perfect Girl,movie,Romance,2015,tt3729994,6,149,
Brillantissime,movie,"Comedy, Romance",2018,tt6859344,4.5,750,
"Love, Kennedy",movie,Drama,2017,tt6261048,6.7,906,
"Life 2,000 Meters Under the Sea",movie,Documentary,2014,tt6961634,6.1,19,
Jordan Klepper Solves Guns,movie,Documentary,2017,tt7010948,6.8,268,
Les Années Perdues,movie,"Crime, Drama",2015,tt5040826,6,45,
The Peanut Butter Falcon,movie,"Adventure, Comedy, Drama",2019,tt4364194,7.6,114871,
Navy SEALS v Demons,movie,Action,2017,tt3717234,4.1,127,
Love's Last Resort,movie,"Comedy, Drama, Romance",2017,tt6398360,5.5,1447,
The Dark,movie,"Drama, Fantasy, Horror",2018,tt6832388,5.6,6401,
The Great Australian Fly,movie,Documentary,2015,tt3727598,,,
The Isle,movie,"Fantasy, Mystery, Thriller",2018,tt5075662,4.9,11609,
Slumber,movie,Horror,2017,tt5181852,4.7,5198,
Murdered for Being Different,movie,"Crime, Drama",2017,tt6981066,7.7,746,
Ajab Singh Ki Gajab Kahani,movie,Drama,2017,tt6745804,4.7,101,
Bad Date Chronicles,movie,"Comedy, Romance",2017,tt6503354,5.8,1056,
Dil Aur Deewaar,movie,"Action, Crime, Drama",1978,tt0154412,5.6,46,
Keemat,movie,Action,1973,tt0245994,6.9,68,
Back to Love,movie,Romance,2017,tt6240470,5.6,643,
The Hunt for Dark Matter,movie,"Documentary, Short",2017,tt6850276,6,60,
"You, Me and Him",movie,Comedy,2017,tt4928814,5.9,2176,
Every Day,movie,"Drama, Fantasy, Romance",2018,tt7026672,6.4,24735,
Love Marriage,movie,,1975,tt0230470,,,
Garage Sale Mystery: The Beach Murder,movie,"Crime, Drama, Mystery",2017,tt7235362,6.8,943,
Garage Sale Mystery: Murder by Text,movie,"Crime, Drama, Mystery",2017,tt7235014,6.8,933,
Garage Sale Mystery: Murder Most Medieval,movie,"Crime, Drama, Mystery",2017,tt7197596,6.8,960,
Garage Sale Mystery: A Case of Murder,movie,"Crime, Drama, Mystery",2017,tt7235496,6.9,930,
Love at the Shore,movie,"Comedy, Family, Romance",2017,tt6937070,6.3,1961,
The Christmas Cure,movie,"Drama, Romance",2017,tt7123974,6.3,1862,
Battle of Okinawa in Color,movie,"Documentary, History, War",2017,tt26753988,8.1,34,
Big Sonia,movie,"Documentary, Family, History",2016,tt3531176,7.6,462,
Maria By Callas,movie,"Biography, Documentary, Music",2017,tt7364566,7.2,2259,
The Informer,movie,"Action, Crime, Drama",2019,tt1833116,6.6,44768,
Extraordinary,movie,Drama,2017,tt5992114,3.6,366,
The Hatred,movie,"Drama, Horror, Mystery",2017,tt6089700,3.6,2646,
Tricky Memory,movie,Documentary,2016,,,,
Erich Kästner: Das andere Ich,movie,Documentary,2016,tt6409160,7.2,33,
My Daughter Is Missing,movie,"Action, Thriller",2017,tt6253360,5.2,324,
Queen of Niendorf,movie,Family,2017,tt5976196,6.5,178,
Speed Kills,movie,"Action, Crime, Drama",2018,tt6749318,4.3,4243,
Killers of the Flower Moon,movie,"Crime, Drama, History",2023,tt5537002,7.6,284651,
